sku,product_line,line_code,garment,gender,cut,size,size_label,color_code,color_name,name,channel,unit_cost,unit_price,active
ZCETW-LS-L-RR,ZavaCore Field Elite,E,Top,Womens,LS,L,Large,RR,Deep Red/Red,Elite Womens LS Tee Large Deep Red/Red,B2C,34.35,81.79,true
ZCETW-LS-L-T0,ZavaCore Field Elite,E,Top,Womens,LS,L,Large,T0,Teal/Orange,Elite Womens LS Tee Large Teal/Orange,B2C,34.18,81.39,true
ZCETW-SS-XL-B0,ZavaCore Field Elite,E,Top,Womens,SS,XL,XL,B0,Black/Orange,Elite Womens SS Tee XL Black/Orange,B2C,34.38,81.86,true
ZCETW-SS-XL-CS,ZavaCore Field Elite,E,Top,Womens,SS,XL,XL,CS,Charcoal/Silver,Elite Womens SS Tee XL Charcoal/Silver,B2C,33.61,80.02,true
ZCETW-LS-XL-RR,ZavaCore Field Elite,E,Top,Womens,LS,XL,XL,RR,Deep Red/Red,Elite Womens LS Tee XL Deep Red/Red,B2C,31.46,74.91,true
ZCETW-LS-XL-T0,ZavaCore Field Elite,E,Top,Womens,LS,XL,XL,T0,Teal/Orange,Elite Womens LS Tee XL Teal/Orange,B2C,31.21,74.3,true
ZCETY-SS-S-B0,ZavaCore Field Elite,E,Top,Youth,SS,S,Small,B0,Black/Orange,Elite Youth SS Tee Small Black/Orange,B2C,29.03,69.11,true
ZCETY-SS-S-CS,ZavaCore Field Elite,E,Top,Youth,SS,S,Small,CS,Charcoal/Silver,Elite Youth SS Tee Small Charcoal/Silver,B2C,29.56,70.39,true
ZCETY-LS-S-RR,ZavaCore Field Elite,E,Top,Youth,LS,S,Small,RR,Deep Red/Red,Elite Youth LS Tee Small Deep Red/Red,B2C,28.36,67.53,true
ZCETY-LS-S-T0,ZavaCore Field Elite,E,Top,Youth,LS,S,Small,T0,Teal/Orange,Elite Youth LS Tee Small Teal/Orange,B2C,27.33,65.06,true
ZCETY-SS-M-B0,ZavaCore Field Elite,E,Top,Youth,SS,M,Medium,B0,Black/Orange,Elite Youth SS Tee Medium Black/Orange,B2C,26.41,62.89,true
ZCETY-SS-M-CS,ZavaCore Field Elite,E,Top,Youth,SS,M,Medium,CS,Charcoal/Silver,Elite Youth SS Tee Medium Charcoal/Silver,B2C,26.19,62.36,true
ZCETY-LS-M-RR,ZavaCore Field Elite,E,Top,Youth,LS,M,Medium,RR,Deep Red/Red,Elite Youth LS Tee Medium Deep Red/Red,B2C,26.96,64.2,true
ZCETY-LS-M-T0,ZavaCore Field Elite,E,Top,Youth,LS,M,Medium,T0,Teal/Orange,Elite Youth LS Tee Medium Teal/Orange,B2C,29.25,69.65,true
ZCETY-SS-L-B0,ZavaCore Field Elite,E,Top,Youth,SS,L,Large,B0,Black/Orange,Elite Youth SS Tee Large Black/Orange,B2C,28.24,67.24,true
ZCETY-SS-L-CS,ZavaCore Field Elite,E,Top,Youth,SS,L,Large,CS,Charcoal/Silver,Elite Youth SS Tee Large Charcoal/Silver,B2C,28.54,67.96,true
ZCETY-LS-L-RR,ZavaCore Field Elite,E,Top,Youth,LS,L,Large,RR,Deep Red/Red,Elite Youth LS Tee Large Deep Red/Red,B2C,26.76,63.71,true
ZCETY-LS-L-T0,ZavaCore Field Elite,E,Top,Youth,LS,L,Large,T0,Teal/Orange,Elite Youth LS Tee Large Teal/Orange,B2C,26.15,62.27,true
ZCETY-SS-XL-B0,ZavaCore Field Elite,E,Top,Youth,SS,XL,XL,B0,Black/Orange,Elite Youth SS Tee XL Black/Orange,B2C,27.34,65.09,true
ZCETY-SS-XL-CS,ZavaCore Field Elite,E,Top,Youth,SS,XL,XL,CS,Charcoal/Silver,Elite Youth SS Tee XL Charcoal/Silver,B2C,28.67,68.26,true
ZCETY-LS-XL-RR,ZavaCore Field Elite,E,Top,Youth,LS,XL,XL,RR,Deep Red/Red,Elite Youth LS Tee XL Deep Red/Red,B2C,26.46,63.0,true
ZCETY-LS-XL-T0,ZavaCore Field Elite,E,Top,Youth,LS,XL,XL,T0,Teal/Orange,Elite Youth LS Tee XL Teal/Orange,B2C,28.8,68.56,true
ZCESM-AS-S-B0,ZavaCore Field Elite,E,Shorts,Mens,AS,S,Small,B0,Black/Orange,Elite Mens Shorts Small Black/Orange,B2C,28.52,67.91,true
ZCESM-AS-S-CS,ZavaCore Field Elite,E,Shorts,Mens,AS,S,Small,CS,Charcoal/Silver,Elite Mens Shorts Small Charcoal/Silver,B2C,29.69,70.7,true
ZCESM-AS-S-RR,ZavaCore Field Elite,E,Shorts,Mens,AS,S,Small,RR,Deep Red/Red,Elite Mens Shorts Small Deep Red/Red,B2C,26.74,63.67,true
ZCESM-AS-S-T0,ZavaCore Field Elite,E,Shorts,Mens,AS,S,Small,T0,Teal/Orange,Elite Mens Shorts Small Teal/Orange,B2C,26.35,62.73,true
ZCESM-AS-M-B0,ZavaCore Field Elite,E,Shorts,Mens,AS,M,Medium,B0,Black/Orange,Elite Mens Shorts Medium Black/Orange,B2C,27.46,65.37,true
ZCESM-AS-M-CS,ZavaCore Field Elite,E,Shorts,Mens,AS,M,Medium,CS,Charcoal/Silver,Elite Mens Shorts Medium Charcoal/Silver,B2C,29.72,70.77,true
ZCESM-AS-M-RR,ZavaCore Field Elite,E,Shorts,Mens,AS,M,Medium,RR,Deep Red/Red,Elite Mens Shorts Medium Deep Red/Red,B2C,27.93,66.51,true
ZCESM-AS-M-T0,ZavaCore Field Elite,E,Shorts,Mens,AS,M,Medium,T0,Teal/Orange,Elite Mens Shorts Medium Teal/Orange,B2C,29.75,70.84,true
ZCESM-AS-L-B0,ZavaCore Field Elite,E,Shorts,Mens,AS,L,Large,B0,Black/Orange,Elite Mens Shorts Large Black/Orange,B2C,28.62,68.14,true
ZCESM-AS-L-CS,ZavaCore Field Elite,E,Shorts,Mens,AS,L,Large,CS,Charcoal/Silver,Elite Mens Shorts Large Charcoal/Silver,B2C,27.93,66.51,true
ZCESM-AS-L-RR,ZavaCore Field Elite,E,Shorts,Mens,AS,L,Large,RR,Deep Red/Red,Elite Mens Shorts Large Deep Red/Red,B2C,26.68,63.53,true
ZCESM-AS-L-T0,ZavaCore Field Elite,E,Shorts,Mens,AS,L,Large,T0,Teal/Orange,Elite Mens Shorts Large Teal/Orange,B2C,27.93,66.51,true
ZCESM-AS-XL-B0,ZavaCore Field Elite,E,Shorts,Mens,AS,XL,XL,B0,Black/Orange,Elite Mens Shorts XL Black/Orange,B2C,29.38,69.96,true
ZCESM-AS-XL-CS,ZavaCore Field Elite,E,Shorts,Mens,AS,XL,XL,CS,Charcoal/Silver,Elite Mens Shorts XL Charcoal/Silver,B2C,27.91,66.46,true
ZCESM-AS-XL-RR,ZavaCore Field Elite,E,Shorts,Mens,AS,XL,XL,RR,Deep Red/Red,Elite Mens Shorts XL Deep Red/Red,B2C,28.96,68.95,true
ZCESM-AS-XL-T0,ZavaCore Field Elite,E,Shorts,Mens,AS,XL,XL,T0,Teal/Orange,Elite Mens Shorts XL Teal/Orange,B2C,27.24,64.85,true
ZCESW-AS-S-B0,ZavaCore Field Elite,E,Shorts,Womens,AS,S,Small,B0,Black/Orange,Elite Womens Shorts Small Black/Orange,B2C,27.81,66.22,true
ZCESW-AS-S-CS,ZavaCore Field Elite,E,Shorts,Womens,AS,S,Small,CS,Charcoal/Silver,Elite Womens Shorts Small Charcoal/Silver,B2C,29.43,70.08,true
ZCESW-AS-S-RR,ZavaCore Field Elite,E,Shorts,Womens,AS,S,Small,RR,Deep Red/Red,Elite Womens Shorts Small Deep Red/Red,B2C,26.7,63.57,true
ZCESW-AS-S-T0,ZavaCore Field Elite,E,Shorts,Womens,AS,S,Small,T0,Teal/Orange,Elite Womens Shorts Small Teal/Orange,B2C,26.44,62.96,true
ZCESW-AS-M-B0,ZavaCore Field Elite,E,Shorts,Womens,AS,M,Medium,B0,Black/Orange,Elite Womens Shorts Medium Black/Orange,B2C,29.9,71.18,true
ZCESW-AS-M-CS,ZavaCore Field Elite,E,Shorts,Womens,AS,M,Medium,CS,Charcoal/Silver,Elite Womens Shorts Medium Charcoal/Silver,B2C,28.9,68.81,true
ZCESW-AS-M-RR,ZavaCore Field Elite,E,Shorts,Womens,AS,M,Medium,RR,Deep Red/Red,Elite Womens Shorts Medium Deep Red/Red,B2C,27.14,64.63,true
ZCESW-AS-M-T0,ZavaCore Field Elite,E,Shorts,Womens,AS,M,Medium,T0,Teal/Orange,Elite Womens Shorts Medium Teal/Orange,B2C,26.93,64.12,true
ZCESW-AS-L-B0,ZavaCore Field Elite,E,Shorts,Womens,AS,L,Large,B0,Black/Orange,Elite Womens Shorts Large Black/Orange,B2C,27.16,64.67,true
ZCESW-AS-L-CS,ZavaCore Field Elite,E,Shorts,Womens,AS,L,Large,CS,Charcoal/Silver,Elite Womens Shorts Large Charcoal/Silver,B2C,28.5,67.86,true
ZCESW-AS-L-RR,ZavaCore Field Elite,E,Shorts,Womens,AS,L,Large,RR,Deep Red/Red,Elite Womens Shorts Large Deep Red/Red,B2C,27.76,66.09,true
ZCESW-AS-L-T0,ZavaCore Field Elite,E,Shorts,Womens,AS,L,Large,T0,Teal/Orange,Elite Womens Shorts Large Teal/Orange,B2C,28.31,67.41,true
ZCESW-AS-XL-B0,ZavaCore Field Elite,E,Shorts,Womens,AS,XL,XL,B0,Black/Orange,Elite Womens Shorts XL Black/Orange,B2C,28.27,67.32,true
ZCESW-AS-XL-CS,ZavaCore Field Elite,E,Shorts,Womens,AS,XL,XL,CS,Charcoal/Silver,Elite Womens Shorts XL Charcoal/Silver,B2C,28.83,68.65,true
ZCESW-AS-XL-RR,ZavaCore Field Elite,E,Shorts,Womens,AS,XL,XL,RR,Deep Red/Red,Elite Womens Shorts XL Deep Red/Red,B2C,29.45,70.13,true
ZCESW-AS-XL-T0,ZavaCore Field Elite,E,Shorts,Womens,AS,XL,XL,T0,Teal/Orange,Elite Womens Shorts XL Teal/Orange,B2C,27.21,64.78,true
ZCESY-AS-S-B0,ZavaCore Field Elite,E,Shorts,Youth,AS,S,Small,B0,Black/Orange,Elite Youth Shorts Small Black/Orange,B2C,23.31,55.5,true
ZCESY-AS-S-CS,ZavaCore Field Elite,E,Shorts,Youth,AS,S,Small,CS,Charcoal/Silver,Elite Youth Shorts Small Charcoal/Silver,B2C,24.91,59.31,true
ZCESY-AS-S-RR,ZavaCore Field Elite,E,Shorts,Youth,AS,S,Small,RR,Deep Red/Red,Elite Youth Shorts Small Deep Red/Red,B2C,22.9,54.53,true
ZCESY-AS-S-T0,ZavaCore Field Elite,E,Shorts,Youth,AS,S,Small,T0,Teal/Orange,Elite Youth Shorts Small Teal/Orange,B2C,24.44,58.18,true
ZCESY-AS-M-B0,ZavaCore Field Elite,E,Shorts,Youth,AS,M,Medium,B0,Black/Orange,Elite Youth Shorts Medium Black/Orange,B2C,23.75,56.54,true
ZCESY-AS-M-CS,ZavaCore Field Elite,E,Shorts,Youth,AS,M,Medium,CS,Charcoal/Silver,Elite Youth Shorts Medium Charcoal/Silver,B2C,24.33,57.94,true
ZCESY-AS-M-RR,ZavaCore Field Elite,E,Shorts,Youth,AS,M,Medium,RR,Deep Red/Red,Elite Youth Shorts Medium Deep Red/Red,B2C,24.26,57.76,true
ZCESY-AS-M-T0,ZavaCore Field Elite,E,Shorts,Youth,AS,M,Medium,T0,Teal/Orange,Elite Youth Shorts Medium Teal/Orange,B2C,24.83,59.13,true
ZCESY-AS-L-B0,ZavaCore Field Elite,E,Shorts,Youth,AS,L,Large,B0,Black/Orange,Elite Youth Shorts Large Black/Orange,B2C,23.42,55.76,true
ZCESY-AS-L-CS,ZavaCore Field Elite,E,Shorts,Youth,AS,L,Large,CS,Charcoal/Silver,Elite Youth Shorts Large Charcoal/Silver,B2C,24.94,59.39,true
ZCESY-AS-L-RR,ZavaCore Field Elite,E,Shorts,Youth,AS,L,Large,RR,Deep Red/Red,Elite Youth Shorts Large Deep Red/Red,B2C,25.4,60.47,true
ZCESY-AS-L-T0,ZavaCore Field Elite,E,Shorts,Youth,AS,L,Large,T0,Teal/Orange,Elite Youth Shorts Large Teal/Orange,B2C,25.09,59.73,true
ZCESY-AS-XL-B0,ZavaCore Field Elite,E,Shorts,Youth,AS,XL,XL,B0,Black/Orange,Elite Youth Shorts XL Black/Orange,B2C,23.26,55.38,true
ZCESY-AS-XL-CS,ZavaCore Field Elite,E,Shorts,Youth,AS,XL,XL,CS,Charcoal/Silver,Elite Youth Shorts XL Charcoal/Silver,B2C,23.94,56.99,true
ZCESY-AS-XL-RR,ZavaCore Field Elite,E,Shorts,Youth,AS,XL,XL,RR,Deep Red/Red,Elite Youth Shorts XL Deep Red/Red,B2C,24.68,58.77,true
ZCESY-AS-XL-T0,ZavaCore Field Elite,E,Shorts,Youth,AS,XL,XL,T0,Teal/Orange,Elite Youth Shorts XL Teal/Orange,B2C,23.06,54.9,true
ZCEPM-AP-S-B0,ZavaCore Field Elite,E,Pants,Mens,AP,S,Small,B0,Black/Orange,Elite Mens Pants Small Black/Orange,B2C,42.34,100.82,true
ZCEPM-AP-S-CS,ZavaCore Field Elite,E,Pants,Mens,AP,S,Small,CS,Charcoal/Silver,Elite Mens Pants Small Charcoal/Silver,B2C,42.87,102.07,true
ZCEPM-AP-S-RR,ZavaCore Field Elite,E,Pants,Mens,AP,S,Small,RR,Deep Red/Red,Elite Mens Pants Small Deep Red/Red,B2C,44.12,105.04,true
ZCEPM-AP-S-T0,ZavaCore Field Elite,E,Pants,Mens,AP,S,Small,T0,Teal/Orange,Elite Mens Pants Small Teal/Orange,B2C,42.52,101.25,true
ZCEPM-AP-M-B0,ZavaCore Field Elite,E,Pants,Mens,AP,M,Medium,B0,Black/Orange,Elite Mens Pants Medium Black/Orange,B2C,41.42,98.63,true
ZCEPM-AP-M-CS,ZavaCore Field Elite,E,Pants,Mens,AP,M,Medium,CS,Charcoal/Silver,Elite Mens Pants Medium Charcoal/Silver,B2C,40.08,95.43,true
ZCEPM-AP-M-RR,ZavaCore Field Elite,E,Pants,Mens,AP,M,Medium,RR,Deep Red/Red,Elite Mens Pants Medium Deep Red/Red,B2C,40.45,96.3,true
ZCEPM-AP-M-T0,ZavaCore Field Elite,E,Pants,Mens,AP,M,Medium,T0,Teal/Orange,Elite Mens Pants Medium Teal/Orange,B2C,41.63,99.12,true
ZCEPM-AP-L-B0,ZavaCore Field Elite,E,Pants,Mens,AP,L,Large,B0,Black/Orange,Elite Mens Pants Large Black/Orange,B2C,41.85,99.65,true
ZCEPM-AP-L-CS,ZavaCore Field Elite,E,Pants,Mens,AP,L,Large,CS,Charcoal/Silver,Elite Mens Pants Large Charcoal/Silver,B2C,41.52,98.86,true
ZCEPM-AP-L-RR,ZavaCore Field Elite,E,Pants,Mens,AP,L,Large,RR,Deep Red/Red,Elite Mens Pants Large Deep Red/Red,B2C,39.96,95.14,true
ZCEPM-AP-L-T0,ZavaCore Field Elite,E,Pants,Mens,AP,L,Large,T0,Teal/Orange,Elite Mens Pants Large Teal/Orange,B2C,40.13,95.55,true
ZCEPM-AP-XL-B0,ZavaCore Field Elite,E,Pants,Mens,AP,XL,XL,B0,Black/Orange,Elite Mens Pants XL Black/Orange,B2C,40.16,95.63,true
ZCEPM-AP-XL-CS,ZavaCore Field Elite,E,Pants,Mens,AP,XL,XL,CS,Charcoal/Silver,Elite Mens Pants XL Charcoal/Silver,B2C,41.38,98.52,true
ZCEPM-AP-XL-RR,ZavaCore Field Elite,E,Pants,Mens,AP,XL,XL,RR,Deep Red/Red,Elite Mens Pants XL Deep Red/Red,B2C,44.87,106.84,true
ZCEPM-AP-XL-T0,ZavaCore Field Elite,E,Pants,Mens,AP,XL,XL,T0,Teal/Orange,Elite Mens Pants XL Teal/Orange,B2C,41.75,99.41,true
ZCEPW-AP-S-B0,ZavaCore Field Elite,E,Pants,Womens,AP,S,Small,B0,Black/Orange,Elite Womens Pants Small Black/Orange,B2C,41.18,98.05,true
ZCEPW-AP-S-CS,ZavaCore Field Elite,E,Pants,Womens,AP,S,Small,CS,Charcoal/Silver,Elite Womens Pants Small Charcoal/Silver,B2C,40.02,95.29,true
ZCEPW-AP-S-RR,ZavaCore Field Elite,E,Pants,Womens,AP,S,Small,RR,Deep Red/Red,Elite Womens Pants Small Deep Red/Red,B2C,43.62,103.85,true
ZCEPW-AP-S-T0,ZavaCore Field Elite,E,Pants,Womens,AP,S,Small,T0,Teal/Orange,Elite Womens Pants Small Teal/Orange,B2C,41.99,99.98,true
ZCEPW-AP-M-B0,ZavaCore Field Elite,E,Pants,Womens,AP,M,Medium,B0,Black/Orange,Elite Womens Pants Medium Black/Orange,B2C,40.04,95.33,true
ZCEPW-AP-M-CS,ZavaCore Field Elite,E,Pants,Womens,AP,M,Medium,CS,Charcoal/Silver,Elite Womens Pants Medium Charcoal/Silver,B2C,43.97,104.69,true
ZCEPW-AP-M-RR,ZavaCore Field Elite,E,Pants,Womens,AP,M,Medium,RR,Deep Red/Red,Elite Womens Pants Medium Deep Red/Red,B2C,44.23,105.3,true
ZCEPW-AP-M-T0,ZavaCore Field Elite,E,Pants,Womens,AP,M,Medium,T0,Teal/Orange,Elite Womens Pants Medium Teal/Orange,B2C,44.15,105.12,true
ZCEPW-AP-L-B0,ZavaCore Field Elite,E,Pants,Womens,AP,L,Large,B0,Black/Orange,Elite Womens Pants Large Black/Orange,B2C,42.71,101.7,true
ZCEPW-AP-L-CS,ZavaCore Field Elite,E,Pants,Womens,AP,L,Large,CS,Charcoal/Silver,Elite Womens Pants Large Charcoal/Silver,B2C,39.97,95.16,true
ZCEPW-AP-L-RR,ZavaCore Field Elite,E,Pants,Womens,AP,L,Large,RR,Deep Red/Red,Elite Womens Pants Large Deep Red/Red,B2C,40.31,95.97,true
ZCEPW-AP-L-T0,ZavaCore Field Elite,E,Pants,Womens,AP,L,Large,T0,Teal/Orange,Elite Womens Pants Large Teal/Orange,B2C,44.64,106.28,true
ZCEPW-AP-XL-B0,ZavaCore Field Elite,E,Pants,Womens,AP,XL,XL,B0,Black/Orange,Elite Womens Pants XL Black/Orange,B2C,44.47,105.87,true
ZCEPW-AP-XL-CS,ZavaCore Field Elite,E,Pants,Womens,AP,XL,XL,CS,Charcoal/Silver,Elite Womens Pants XL Charcoal/Silver,B2C,43.8,104.29,true
ZCEPW-AP-XL-RR,ZavaCore Field Elite,E,Pants,Womens,AP,XL,XL,RR,Deep Red/Red,Elite Womens Pants XL Deep Red/Red,B2C,43.57,103.75,true
ZCEPW-AP-XL-T0,ZavaCore Field Elite,E,Pants,Womens,AP,XL,XL,T0,Teal/Orange,Elite Womens Pants XL Teal/Orange,B2C,39.99,95.22,true
ZCEPY-AP-S-B0,ZavaCore Field Elite,E,Pants,Youth,AP,S,Small,B0,Black/Orange,Elite Youth Pants Small Black/Orange,B2C,35.52,84.57,true
ZCEPY-AP-S-CS,ZavaCore Field Elite,E,Pants,Youth,AP,S,Small,CS,Charcoal/Silver,Elite Youth Pants Small Charcoal/Silver,B2C,35.61,84.78,true
ZCEPY-AP-S-RR,ZavaCore Field Elite,E,Pants,Youth,AP,S,Small,RR,Deep Red/Red,Elite Youth Pants Small Deep Red/Red,B2C,35.64,84.85,true
ZCEPY-AP-S-T0,ZavaCore Field Elite,E,Pants,Youth,AP,S,Small,T0,Teal/Orange,Elite Youth Pants Small Teal/Orange,B2C,37.01,88.12,true
ZCEPY-AP-M-B0,ZavaCore Field Elite,E,Pants,Youth,AP,M,Medium,B0,Black/Orange,Elite Youth Pants Medium Black/Orange,B2C,35.45,84.4,true
ZCEPY-AP-M-CS,ZavaCore Field Elite,E,Pants,Youth,AP,M,Medium,CS,Charcoal/Silver,Elite Youth Pants Medium Charcoal/Silver,B2C,36.52,86.95,true
ZCEPY-AP-M-RR,ZavaCore Field Elite,E,Pants,Youth,AP,M,Medium,RR,Deep Red/Red,Elite Youth Pants Medium Deep Red/Red,B2C,36.85,87.74,true
ZCEPY-AP-M-T0,ZavaCore Field Elite,E,Pants,Youth,AP,M,Medium,T0,Teal/Orange,Elite Youth Pants Medium Teal/Orange,B2C,34.72,82.66,true
ZCEPY-AP-L-B0,ZavaCore Field Elite,E,Pants,Youth,AP,L,Large,B0,Black/Orange,Elite Youth Pants Large Black/Orange,B2C,35.18,83.77,true
ZCEPY-AP-L-CS,ZavaCore Field Elite,E,Pants,Youth,AP,L,Large,CS,Charcoal/Silver,Elite Youth Pants Large Charcoal/Silver,B2C,33.63,80.06,true
ZCEPY-AP-L-RR,ZavaCore Field Elite,E,Pants,Youth,AP,L,Large,RR,Deep Red/Red,Elite Youth Pants Large Deep Red/Red,B2C,36.34,86.53,true
ZCEPY-AP-L-T0,ZavaCore Field Elite,E,Pants,Youth,AP,L,Large,T0,Teal/Orange,Elite Youth Pants Large Teal/Orange,B2C,34.76,82.77,true
ZCEPY-AP-XL-B0,ZavaCore Field Elite,E,Pants,Youth,AP,XL,XL,B0,Black/Orange,Elite Youth Pants XL Black/Orange,B2C,37.19,88.54,true
ZCEPY-AP-XL-CS,ZavaCore Field Elite,E,Pants,Youth,AP,XL,XL,CS,Charcoal/Silver,Elite Youth Pants XL Charcoal/Silver,B2C,35.25,83.93,true
ZCEPY-AP-XL-RR,ZavaCore Field Elite,E,Pants,Youth,AP,XL,XL,RR,Deep Red/Red,Elite Youth Pants XL Deep Red/Red,B2C,35.46,84.43,true
ZCEPY-AP-XL-T0,ZavaCore Field Elite,E,Pants,Youth,AP,XL,XL,T0,Teal/Orange,Elite Youth Pants XL Teal/Orange,B2C,36.23,86.26,true
